Date,Open,High,Low,Close,Volume,SMA_50,EMA_12,EMA_26,RSI,MACD,ADI,OBV,SO_K,SO_D,ADX,BB_High,BB_Low,ATR,VWAP
2020-04-01,374.68554694197525,378.22077383325984,352.52806277065577,357.1587219238281,27744593,,,,,,-17743643.45338021,27744593.0,,,0.0,,,0.0,362.63585284258124
2020-04-03,358.70231240047167,360.7935563569748,322.6528186538584,324.0968017578125,41317365,,,,,,-55932512.22846162,-13572772.0,,,0.0,,,0.0,346.6094489665139
2020-04-07,345.9554654131406,404.06284558890525,340.92647604082714,387.2331237792969,48093237,,,,,,-33478880.591491327,34520465.0,,,0.0,,,0.0,359.2523120707867
2020-04-08,382.1543729345464,425.92164161322705,371.9469922893892,389.7227783203125,64930598,,,,,,-55641533.58890475,99451063.0,,,0.0,,,0.0,372.30772968626735
2020-04-09,403.31601473763345,421.2411709481949,396.9924118852148,418.40301513671875,44090546,,,,,,-21871997.33922208,143541609.0,,,0.0,,,0.0,380.0866594448773
2020-04-13,416.21216583695104,426.1207752592518,400.3284741706714,417.2080078125,33431643,,,,,,-11545579.2975143,110109966.0,,,0.0,,,0.0,384.52507063314437
2020-04-15,432.1954232260935,449.77202825381016,410.73504051941313,415.5648498535156,48315019,,,,,,-47905150.74447867,61794947.0,,,0.0,,,0.0,390.9319003641125
2020-04-16,406.9010519597338,425.22453889241734,399.03390614735565,420.79302978515625,42344330,,,,,,-19890316.77937312,104139277.0,,,0.0,,,0.0,393.8436024237966
2020-04-17,448.1288766025394,483.87959645780506,430.60205223950317,476.8091125488281,47831797,,,,,,15245926.92559437,151971074.0,,,0.0,,,0.0,402.2445213839016
2020-04-20,479.9958081920569,481.43979114060943,449.37366897648485,454.05413818359375,42163627,,,,,,-14609036.31871679,109807447.0,,,0.0,,,0.0,407.9311080767831
2020-04-21,434.18708940652976,438.120677258115,411.23294465725195,418.9009094238281,33572119,,,,,,-29032658.90566933,76235328.0,,,0.0,,,0.0,408.9811623030168
2020-04-22,416.8096837204648,432.74315674406495,410.2869303577037,429.3572998046875,36619611,,414.74981644954255,,,,-3455754.8937817253,112854939.0,,,0.0,,,0.0,410.06786574679717
2020-04-23,432.7929401639986,438.02111067469986,424.2784728121592,428.2618408203125,29418000,,416.828589429661,,,,-15819864.478278892,83436939.0,,,0.0,,,0.0,411.16417805879956
2020-04-24,414.27026961688296,417.9050868178362,399.58160020138047,402.2703857421875,35773252,,414.5888657854343,,52.083076557776295,,-41094393.747326136,47663687.0,49.382347134137255,,0.0,,,37.368960239108695,410.87964998250067
2020-04-27,413.27441052792915,427.71411884757964,407.3989490828979,425.52325439453125,35986805,,416.271079417603,,57.87344371521502,,-12869494.039434753,83650492.0,63.80480782526356,,0.0,,,36.51715830098608,411.42874654570136
2020-04-28,436.1787891145286,456.4939595156983,433.4402236577593,453.5562438964844,43938246,,422.00725856820014,,63.586371030167385,,19870734.220580343,127588738.0,78.78790440329603,63.99168645423228,0.0,,,36.12098307385615,413.8684731368818
2020-04-29,428.95894412795167,446.98369051651474,424.178914654942,437.27423095703125,61499689,,424.3560235510972,,58.6143805924173,,29001678.454927538,66089049.0,58.36301152195967,66.98524125017308,0.0,,,35.63929351440517,415.7790762902251
2020-04-30,449.124752280467,459.97942425079333,438.5688207607045,443.05010986328125,40382553,,427.23203682989475,,59.81478399907511,,5523449.96655548,106471602.0,53.00862055161583,63.38651215895717,0.0,,,34.71542921293066,417.4542098258761
2020-05-04,422.2369833964066,422.2369833964066,398.0380363627447,401.1251220703125,37853978,,423.2155884053436,,48.759362041392784,,-22672382.635974977,68617624.0,3.596260021543368,38.322630698372954,0.0,,,35.4509038049025,416.9629725575553
2020-05-05,412.2785553527675,417.00880447819173,384.89290252136385,387.38250732421875,50981056,,417.7028067005552,,45.772904362304395,,-65749398.94605242,17636568.0,2.5150903660379442,19.70665697973238,0.0,481.91821434165445,346.85633399818926,35.212689387182884,415.72593402623505
2020-05-06,383.3991264367924,392.8098444237867,366.519594298432,387.2331237792969,67511628,,413.0151631742077,,45.74010891059428,,-26879072.40309891,-49875060.0,17.64956467258428,7.9203050200551965,0.0,479.4821203909456,352.299868134445,34.575372297052304,413.2481121414413
2020-05-07,385.3908444194921,400.5774345419656,381.1087360822163,395.69781494140625,41339309,,410.3509557537767,,48.013071790772024,,-6262268.596450921,-8535751.0,24.8621507379922,15.008935258871475,0.0,468.34723968032074,370.5948501634292,33.496324165816375,412.34844071114037
2020-05-08,401.82221670971853,407.7474883193324,378.07138072197387,380.4613952636719,33505509,,405.7525618322221,,44.40709995556003,,-34370934.127388865,-42041260.0,12.131723881735471,18.21447976410398,0.0,468.981407254987,369.2835097372005,33.22345155378367,411.5490231726238
2020-05-11,389.3742042956337,391.8638091824344,375.28304671447853,377.9718017578125,30141935,,401.4785987438514,,43.82788001938811,,-54737169.1372682,-72183195.0,12.25361469758498,16.41582977243755,0.0,470.01714405585994,367.07267528007753,32.03468804765311,410.66609048204333
2020-05-12,374.73533421172357,390.1708852845484,368.4615417383983,385.2414855957031,38411107,,398.98058133644395,,46.04110665341525,,-33769583.49400491,-33772088.0,20.03201943210692,14.805786003809123,0.0,470.36779827797346,363.4058681038625,31.297163440402898,409.59881780759537
2020-05-13,409.29106892019075,414.7184200682295,397.93847600638117,412.2785949707031,48206058,,401.0264295878684,400.1619497567679,53.395726553972914,0.864479831100482,418030.8535368368,14433970.0,48.961142659467235,27.082258929719714,0.0,470.1585573689502,363.1221677287061,31.16714708555457,409.5426929754163
