date,title,link,complete_news
"August 27, 2025 / 07:36 IST",CCI approves Adani Group's proposal to acquire debt-ridden Jaiprakash Associates,https://www.moneycontrol.com/news/business/companies/cci-approves-adani-group-s-proposal-to-acquire-debt-ridden-jaiprakash-associates-13491974.html,"The CoC of Jaiprakash Associates Ltd (JAL) is still reviewing the resolution plans received, and the voting will happen in due course.  
The Competition Commission of India has given the in-principle approval to Adani Group's plan to acquire the debt-ridden Jaiprakash Associates if it wins a bid in the insolvency proceedings currently underway.The anti-trust regulator said the proposed combination relates to the purchase of up to 100 percent shareholding of Jaiprakash Associates Ltd (JAL) by Adani Enterprises Ltd (AEL) and Adani Infrastructure and Developers Pvt Ltd (AIDPL) or any other entity forming part of Adani Group, a statement said on August 26.Story continues below AdvertisementRemove AdThe regulator said it has okayed the acquisition of JAL by Adani Group entities.The nod of fair trade regulator has become mandatory for the submission of a resolution plan by an entity after a recent Supreme Court ruling on the provisions of the Insolvency and Bankruptcy Act.The entity has to get the CCI nod before the resolution plan is voted upon by the Committee of Creditors (CoC) of the company undergoing the resolution process under the IBC. Related stories Adani group seeks Competition Commission's nod to acquire Jaiprakash AssociatesExplained: Centre's U-turn on installing anti-pollution systems in thermal power plantsIndian refiners set to face negative refining charges amid global copper shortage The CoC of Jaiprakash Associates Ltd (JAL) is still reviewing the resolution plans received, and the voting will happen in due course.Apart from Adani Group, Dalmia Bharat's proposal for JAL has been cleared by the regulator.Various other companies, including Vedanta Group, Jindal Power and PNC Infratech, have also approached the CCI seeking nod to submit respective resolution plans to the CoC of JAL.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove AdJAL was admitted into the corporate insolvency resolution process (CIRP) through the National Company Law Tribunal, Allahabad Bench, order dated June 3, 2024. It was taken to insolvency proceedings after the conglomerate defaulted on the payment of loans.Creditors are claiming a staggering Rs 57,185 crore.The National Asset Reconstruction Company Ltd (NARCL) leads the list of claimants after acquiring the stressed JAL loans from a consortium of lenders headed by the State Bank of India.JAL has major real estate projects like Jaypee Greens in Greater Noida, a part of Jaypee Greens Wishtown in Noida (both on the outskirts of the national capital), and the Jaypee International Sports City, strategically located near the upcoming Jewar International Airport.It also has three commercial/industrial office spaces in Delhi-NCR, while its hotel division has five properties in Delhi-NCR, Mussoorie, and Agra.JAL has four cement plants in Madhya Pradesh and Uttar Pradesh, and a few leased limestone mines in Madhya Pradesh. The cement plants, however, are non-operational.It also has investments in subsidiaries, including Jaiprakash Power Ventures Ltd, Yamuna Expressway Tolling Ltd, Jaypee Infrastructure Development Ltd, and several other companies.Jaypee Group's Jaypee Infratech has already been acquired by Mumbai-based Suraksha Group through an insolvency process.Suraksha Group has to complete various stalled projects comprising around 20,000 apartments in Noida and Greater Noida.With PTI inputs"
"July 22, 2025 / 21:43 IST",Adani group seeks Competition Commission's nod to acquire Jaiprakash Associates,https://www.moneycontrol.com/news/business/companies/adani-group-seeks-competition-commission-s-nod-to-acquire-jaiprakash-associates-13309788.html,"Adani Enterprises Ltd (AEL) is the flagship company of Gujarat-based Adani group  
Billionaire Gautam Adani-promoted Adani group on Tuesday sought approval from the Competition Commission of India (CCI) to acquire Jaiprakash Associates Ltd.The development came after Adani group reportedly made an unconditional bid for debt-ridden Jaiprakash Associates Ltd (JAL), which is undergoing corporate insolvency resolution process (CIRP).Story continues below AdvertisementRemove Ad""The proposed combination relates to the acquisition of up to 100 per cent of the shareholding of the target (Jaiprakash Associates Ltd) by the acquirers (Adani Enterprises Ltd and Adani Infrastructure and Developers Pvt Ltd) or any other entity forming part of the Adani Group,"" according to a notice filed with the CCI.Adani Enterprises Ltd (AEL) is the flagship company of Gujarat-based Adani group. JAL is an infrastructure conglomerate with interests in engineering and construction, cement, power, real estate, and hospitality.In a notice to CCI, AEL, Adani Infrastructure and Developers and JAL have said the ""proposed combination does not raise competition concerns in any plausible relevant market and therefore, the relevant market delineations may be left open. Related stories Explained: Centre's U-turn on installing anti-pollution systems in thermal power plantsIndian refiners set to face negative refining charges amid global copper shortage They have also identified certain potential vertical linkages regarding products/services such as limestone, fly ash, clinker, coal management services, ready mix concrete and provision of construction activities, which are linked to the market for manufacture of cement.""These vertical linkages do not give rise to any competition concerns,"" the notice stated.Last month, Dalmia Cement (Bharat) Ltd also submitted a notice and sought clearance from the fair trade regulator CCI to acquire 100 per cent stake in JAL, including its assets and proportionate shareholding in its subsidiaries, associate companies and joint ventures.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove AdEarlier, lenders of JAL have turned down Jaypee Infratech's request to accept its resolution plan to acquire the bankrupt diversified company.Five companies — Adani Enterprises, Vedanta Group, Dalmia Bharat Cement, Jindal Power and PNC Infratech — have submitted their resolution plans to acquire JAL.JAL, was admitted into the CIRP through the National Company Law Tribunal, Allahabad Bench, order dated June 3, 2024.JAL was taken to insolvency proceedings after the conglomerate defaulted on the payment of loans.Creditors are claiming a staggering Rs 57,185 crore.The National Asset Reconstruction Company Ltd (NARCL) leads the list of claimants after acquiring the stressed JAL loans from a consortium of lenders headed by the State Bank of India (SBI).JAL has major real estate projects like Jaypee Greens in Greater Noida, a part of Jaypee Greens Wishtown in Noida (both on the outskirts of the national capital), and the Jaypee International Sports City, strategically located near the upcoming Jewar International Airport.It also has three commercial/industrial office spaces in Delhi-NCR, while its hotel division has five properties in Delhi-NCR, Mussoorie, and Agra.JAL has four cement plants in Madhya Pradesh and Uttar Pradesh, and a few leased limestone mines in Madhya Pradesh. The cement plants, however, are non-operational.It also has investments in subsidiaries, including Jaiprakash Power Ventures Ltd, Yamuna Expressway Tolling Ltd, Jaypee Infrastructure Development Ltd and several other companies.Jaypee Group's Jaypee Infratech has already been acquired by Mumbai-based Suraksha Group through an insolvency process.Suraksha Group has to complete various stalled projects comprising around 20,000 apartments in Noida and Greater Noida."
"July 15, 2025 / 21:33 IST",Explained: Centre's U-turn on installing anti-pollution systems in thermal power plants,https://www.moneycontrol.com/news/business/companies/explained-centre-s-u-turn-on-installing-anti-pollution-systems-in-thermal-power-plants-13281513.html,".  
The central government this week overturned a decade-old mandate to install flue gas desulphurisation (FGD) systems in thermal power plants. From now on, only about 11 percent of India’s 600 thermal power plant (TPP) units have to mandatorily install FGD systems, which are pollution control devices designed to remove sulphur dioxide (SO₂) from the flue gas produced during the combustion of coal in TPPs.The 11 percent of the plants are the ones located within a 10 km radius of the National Capital Region or are cities with a population of at least a million, as per the 2011 Census. For such plants, the government in its latest decision has extended the FGD installation deadline to December 30, 2027, from 2017.The latest decision is also expected to cut electricity costs by 25–30 paise per unit, according to a section of the industry, as 78 percent of the coal-fired power plants, including private ones, will not have to install the FGD systems, the cost of which ranges between Rs 50 lakh per megawatt, as per state-run NTPC, and Rs 1.2 crore per megawatt, as per private players.Story continues below AdvertisementRemove AdThe relaxation in the norms comes at a time when India is rushing to add 90 gigawatts (GW) of coal-fired power generation capacity in the coming six years to meet the country's growing energy needs. India's peak power demand is projected to touch 458 GW by 2032, and to meet that, the country plans to increase its overall power generation capacity to 900 GW from the current 476 GW.Also read: Centre's environment panel clears Adani Power, NLC India and GMR Group's expansion plans for coal-fired power plants.FGD mandate 2015 – a knee-jerk decision? Related stories Japan to invest 10 trillion yen in India over next ten years, says PM Modi in TokyoOpposition states oppose GST rate rationalisation, warn of revenue loss of up to Rs 2 lakh croreReliance Foundation building 2,000-bed medical city in Mumbai: Nita Ambani Air pollution had become a severe public health crisis in India by 2015, with major cities like Delhi, Mumbai, Kolkata, and Bengaluru experiencing dangerously high levels of fine particulate matter (PM2.5) and other pollutants. This was largely due to emissions from vehicles, industrial processes, and power plants, particularly coal-fired TPPs.Besides, in 2015, India had just participated in the Paris Agreement under the UN Framework Convention on Climate Change (UNFCCC). As part of its climate action goals, India committed to reducing carbon intensity and increasing its reliance on renewable energy.To tackle air pollution and reduce carbon intensity, the Union environment ministry and the Central Pollution Control Board (CPCB) identified flue gas from thermal power plants as one of the target areas. Flue gas is the mixture of gases such as carbon dioxide, sulphur dioxide, nitrogen oxides, and carbon monoxide that is produced as a byproduct of combustion in power plants or any industrial process that burns fuel.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove AdBack then, the government, based on an IIT Kanpur report, stated that sulphur dioxide (SO₂), a byproduct of coal combustion in power plants, was a significant contributor to air pollution, leading to smog and health problems. Hence, the Union environment ministry decided to mandate all existing thermal power plants as well as upcoming ones to get FGD systems installed.Also read: Guard The Grid: India to bar sharing wind project data with China, others for national security.The Ministry of Power, NTPC and independent power producers had all urged the environment ministry to impose the mandate in a phased manner by either asking the old plants due for repair and maintenance to be taken up first or ruling it for upcoming plants. However, the environment ministry, backed by orders from the Supreme Court, refused to budge.NTPC Ltd ended up being the only power producer which installed FGD systems in about 11 percent of its power plants, which cost it about $4 billion, or Rs 50 lakh, per megawatt.""SO₂ levels in the plants which do not have FGD range from 800-1200 micrograms per cubic metre, and units which have FGD, the levels are coming between 20-25 (µg/m³). But there's not much impact in PM2.5 and PM10. In fact, we have seen that the desulphurisation process also releases some PM2.5. We had opposed the move since the beginning, but NTPC was compelled to comply as we had to submit an affidavit in the Supreme Court,"" said a senior NTPC official requesting anonymity.Private players such as Adani Power, JSW Energy and Tata Power continued to wait and watch and did not install FGD systems, saying that implementing it would result in a rise in cost of electricity to the end consumer.Why is the govt exempting thermal power plants now?Justifying its reversal of the mandate, the environment ministry on July 14 said the decision was a “scientifically justified shift towards more targeted, cost-effective and climate-coherent regulation.”“Current exposure levels provide no credible evidence to suggest that SO₂, under prevailing ambient conditions, is a major public health concern. Moreover, sulfate aerosols formed from SO₂ constitute a relatively small fraction of PM2.5,” the Ministry of Environment and Climate Change said in a statement.A detailed analysis carried out by IIT Delhi shows that sulfate contributes only 0.96 percent to 5.21 percent of PM2.5 and 0.57 percent to 3.67 percent of PM10 in cities near TPPs, it added.The government said that the new notification is “based on extensive consultations with stakeholders and research institutions” regarding the effectiveness and rationale behind stack emission standards for SO₂ on 537 TPPs throughout the country, and its role in overall ambient air pollution of the region.This time the government mentioned that the latest decision was based on research studies by IIT Delhi, the National Institute of Advanced Studies, as well as by the National Environmental Engineering Research Institute (NEERI) — a constituent laboratory of the Council of Scientific and Industrial Research (CSIR), besides scientific examination by the Central Pollution Control Board.Dilution of anti-pollution measures?According to Shreya Verma, programme manager, Centre for Science and Environment (CSE), the new SO₂ norms fall short of India’s clean air commitment. ""Nearly a decade after SO₂ limits were first notified in 2015, MoEF&CC’s revised rules also leave Category B plants to case-by-case discretion — effectively mandating SO₂ norms for only 11 percent of capacity (Category A). This weakens regulatory intent, delays pollution control, and poses a risk to public health. SO₂ is a major contributor to PM2.5 — we cannot afford diluted action. India needs strong, uniform standards to meet its clean air goals,"" she said.The notification states that Category B – located within a 10 km radius of critically polluted areas (CPA) or non-attainment cities (NAC) – may or may not have to install FGD. This would depend upon a decision by a committee of experts (Expert Appraisal Committee) – an existing body constituted by the environment ministry that grants environment clearances to proposed TPP projects."
"July 15, 2025 / 16:52 IST",Indian refiners set to face negative refining charges amid global copper shortage,https://www.moneycontrol.com/news/business/indian-refiners-set-to-face-negative-refining-charges-amid-global-copper-shortage-13279891.html,"File photo  
The growing shortage of copper concentrates, often dubbed the ""new oil"", could squeeze profit margins of companies running copper smelters such as Adani Group’s Kutch Copper Ltd and Hindalco, according to analysts.Smelters are facilities where mined metal is turned into usable metals using high heat and chemical reactions.Story continues below AdvertisementRemove AdMargins under pressureThe year 2025 began with an extraordinary shortage of copper, leaving smelters across the world scrambling for supplies. The persistent shortage has left smelters so desperate that they are paying the miners for converting their concentrates into refined metal, rather than receiving it from them.The so-called treatment and refining charges (TC/RC) were once a reliable source of income for smelters. However, the ongoing shortage has brought these charges to zero and negative in some cases. Negative TC/RCs mean smelters are effectively paying more for the copper ore they are buying than the value of the copper it contains. Related stories Hindalco's Rs 18,000 crore capex in FY25 was highest in a decade, says KM Birla, reaffirms $10 billi...Gujarat, Chhattisgarh and MP promise land to NTPC to set up nuclear power plantsHindalco Q1 results: Net profit rises 30% to Rs 4,004 crore, revenue up 13% According to media reports, some suppliers have proposed negative charges, while Chinese smelters have agreed to zero charges. Indian smelters, which are largely dependent on imports of copper concentrates, too, will feel the heat, threatening operational viability, according to analysts.""As standalone smelters’ profitability is closely tied to TC/RC levels, a prolonged period of subdued or negative rates could materially compress their margins,"" said Sumit Jhunjhunwala, Vice President, Sector Head, Corporate Sector Ratings, ICRA Ltd.The imbalance looks unsustainable, particularly if smelters accept a negative charge for the mid-year talks, which set the price for much higher volumes than the spot market, Reuters reported last month, citing analysts.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove Ad""For Hindalco, it will be a 25–30 percent impact for copper EBITDA. The impact of lower TC/RC margins was being offset by higher realisations from copper rods, which helped maintain performance. Over the past few quarters, we’ve seen Hindalco’s copper segment contribution improve despite weak TC/RCs. As per our last interaction with management, it will improve over the next few quarters. But these 2–3 quarters will probably get impacted,"" said Tushar Chaudhari, Research Analyst at PL Capital.Indian smelters vulnerableHeavy reliance on external sources makes Indian smelters vulnerable to global supply disruptions. Key suppliers like Chile, Peru, Indonesia, and Zambia are grappling with a series of recent challenges, increasing the risk of shipment delays and price volatility.""With refining fees compressed and global copper prices remaining largely range-bound, smelters are increasingly reliant on by-product revenues to maintain margins,"" said Yash Sawant, Commodity Fundamental Analyst at Choice Broking.""Indian Smelters with long-term benchmark contracts may have some cushion. However, new contracts for 2025 are being signed at much lower rates. That being said, Hindalco reported very healthy results due to strong domestic sales and higher by-product realizations,"" said Sanket Singh, Partner, Grant Thornton Bharat.In India, both Hindalco and Adani operate a 0.5 million tonne (MT) smelting capacity. India's refined copper consumption surged more than 0.7 MT in 2023 and 2024, driven by extensive government infrastructure initiatives, a significant shift towards renewable energy, and growth in the automotive and electric vehicle sectors, according to the Centre's copper vision document.""To address the ongoing challenges, the Indian government is rolling out measures aimed at improving long-term supply security, offering capital incentives, encouraging foreign miner participation, and incorporating copper-focused provisions into trade agreements with resource-rich nations. However, until these efforts are fully realised, Indian refiners are likely to continue facing margin pressures, delayed returns, and intermittent trade disruptions,"" Sawant added."
"July 14, 2025 / 21:39 IST","Guard The Grid: India to bar sharing wind project data with China, others for national security",https://www.moneycontrol.com/news/business/companies/guarding-the-grid-india-to-bar-sharing-wind-project-data-with-china-others-for-national-security-13276831.html,".  
Acting on inputs from National Security Advisor (NSA) Ajit Doval and Niti Aayog, the Ministry of New and Renewable Energy (MNRE) will soon impose a ban on sharing operational data of Indian wind energy installations with other countries. The notification is expected in about three weeks, at least two senior ministry officials told Moneycontrol.Other directives under the new ‘cybersecurity clause’ would be to set up R&D (research and development) and data centres in India within six months from the date of issue of the order.Story continues below AdvertisementRemove AdDespite pushback and submissions from certain foreign players to relax the timelines, the MNRE is unlikely to change its draft cybersecurity directives that were floated this April.“Relaxation in other clauses such as the requirement to source gearboxes and generators used in wind turbines six months from the date of issue of the order is still being considered. But there will be no compromise on the cybersecurity clause. The rule has to be the same for both Indian and foreign manufacturers who have set up units here,” said one of the officials.India has at least 14 wind turbine manufacturers with a combined capacity of 20 gigawatts (GW). While key Indian players include Suzlon Energy and the Adani group, Chinese firms such as the Envision group and Sany group have also set up manufacturing units, as have companies from the US, Spain, Denmark, Germany, and so on. Related stories Japan to invest 10 trillion yen in India over next ten years, says PM Modi in TokyoBYD profit jumps as aggressive overseas push bolsters salesOpposition states oppose GST rate rationalisation, warn of revenue loss of up to Rs 2 lakh crore Why such stern mandates for the wind sector?Wind turbines are considered a bigger cybersecurity risk than solar or thermal energy systems due to their distributed nature, reliance on remote monitoring and control, and the potential for significant disruption if compromised.A probe into the issue of “increased inroads by Chinese OEMs into the wind sector” was conducted by Doval in August 2022, after which the Niti Aayog came up with a report last year highlighting that the sector was “highly vulnerable” to cyber attack.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove AdAlso read: India to quadruple uranium imports for nuclear energy mission.“Wind turbines are capable of exchanging information with utility operators and aggregators through a device called the power plant controller (an intelligent cyber-physical device), and because of this they're exposed to cyberattacks and may render grid operations insecure,” the report stated.It added that attackers can enter the network through this route and move on to other high-value assets. “Some of the owners of these renewable energy resources are stationed outside India and manage the operations of these devices remotely. This is a major threat to the national grid and can also lead to a breach of critical data,” it said.On June 12, union Power Minister Manohar Lal Khattar said that India thwarted nearly two lakh cyberattacks targeting its power sector during Operation Sindoor in May.Never too late?Indian manufacturers like Suzlon have welcomed the move but also stated that such regulations should have come way earlier.“We wrote to the MNRE saying we fully comply with these conditions. When you continue to have geographical tension, cyber security is of the utmost importance,” said JP Chalasani, CEO, Suzlon group.Foreign OEMs have been manufacturing wind turbines in India for decades now and a majority of them have their control centres in their country of origin. It is only after the  probe and discussions on the matter that some have shifted their centre of operations to India.For example, Envision Energy, a subsidiary of a Chinese conglomerate, has been operational in India for nine years. But it shifted its control and data centres here from China only towards the end of 2024.“Envision Energy is the first company to have proactively addressed the cybersecurity requirements outlined by the government. Even before the draft notification was issued, we took decisive action and by the end of last year, we had relocated our servers to India. Our data centres are now fully functional here, in compliance with the mandate that operational data and turbine control must be managed domestically,” said RPV Prasad, CEO, Envision Energy India."
"June 30, 2025 / 14:58 IST",Adani Ports weighs $350 million rupee bond issuance,https://www.moneycontrol.com/news/business/markets/adani-ports-weighs-350-million-rupee-bond-issuance-13203070.html,"If completed, the ports unit will have borrowed at least $1 billion since May, following an earlier bond sale and a bilateral loan.  
Billionaire Gautam Adani’s conglomerate plans to raise about 30 billion rupees ($351 million) through long-term local currency bonds, according to people familiar with the matter, the latest in a string of recent debt raises by the company.Adani Ports and Special Economic Zone Ltd is in talks with investors to raise the debt in the coming months. The tenor is likely to be long, though details, such as the coupon and maturity, are still being finalized, the people said, who asked not to be identified because the information is confidential.Story continues below AdvertisementRemove AdAdani’s conglomerate, which has interests stretching from ports to green energy, has been regaining creditor confidence after the US indicted Adani last November for an alleged bribery plot, charges the group has denied.If completed, the ports unit will have borrowed at least $1 billion since May, following an earlier bond sale and a bilateral loan.A successful fund raise would increase the debt maturity profile of the port unit. Adani Ports is positioned to benefit from trade growth in India, where it generates more than 85% of its revenue, according to a separate report by Bloomberg Intelligence published last week. Related stories Adani Ports Consolidated June 2025 Net Sales at Rs 9,126.14 crore, up 20.72% Y-o-YAdani Ports Standalone June 2025 Net Sales at Rs 1,838.85 crore, down 2.73% Y-o-YAdani Ports shares jump 2% after firm's Q1 net profit rises 7%: Should you buy, sell or hold? Representatives for Adani Group didn’t immediately respond to request for comment.Adani Ports in May raised 50 billion rupees by selling 15 year bonds with a coupon of 7.75%, with the Life Insurance Corp. of India as the sole subscriber to the sale. The unit also raised about $150 million through a bilateral loan agreement with DBS Group Holdings Ltd.Adani’s airport unit also recently raised around $750 million from global investors led by Apollo Global Management Inc."
"June 25, 2025 / 13:38 IST","Centre drafts proposal on emission reduction targets for PSU and private refineries, along with textile sector",https://www.moneycontrol.com/news/economy/policy/centre-drafts-proposal-on-emission-reduction-targets-for-psu-and-private-refineries-along-with-textile-sector-13175405.html,".        Trade  Watchlist Portfolio Message Set Alert        livebselivenselive    Volume  Todays L/H       More   × 
The Indian government has for the first time proposed greenhouse gas (GHG) emission reduction targets for petroleum refineries, petrochemical units and the textile sector, as a step toward the Nationally Determined Contributions (NDCs) that it has committed to under the Paris Agreement, 2015, Moneycontrol has learnt.NDCs are climate action plans submitted by nations under the Paris Agreement, wherein India has pledged to a 45 percent reduction in GHG emission intensity by 2030 compared to 2005 levels.Story continues below AdvertisementRemove AdThe Ministry of Environment, Forest and Climate Change (MoEFCC) has prepared a draft notification in which all refineries – both PSU and private ones - have been given specific trajectories for reducing their carbon footprint. Units that reduce emissions below the targetted GHG emission intensity shall be eligible for issuance of carbon credit certificates, while those who are not able to achieve the target will be required to surrender or purchase equivalent number of certificates, based on the shortfall.All refineries and petrochemical units of Indian Oil Corporation (IOC), Bharat Petroleum Corporation (BPCL), Hindustan Petroleum Corporation (HPCL), Reliance Industries, Nayara Energy, ONGC and GAIL have been given such emission reduction mandates, as per the draft notification seen by Moneycontrol.From a longer term perspective, imposing emission intensity reduction targets on refineries implies they will have to gradually transition to cleaner fuels such as green hydrogen and invest in renewables. Related stories Growth could taper off after large Q1 upsideJapan to invest 10 trillion yen in India over next ten years, says PM Modi in TokyoReliance’s Jio AI Cloud to launch AI Create Hub and voice command features soon The calculation for each unit is done in tonnes of carbon dioxide (tCO2) per tonne of production. For example, IOC’s Guwahati Refinery in Assam has been mandated to reduce its GHG emissions from a baseline of 7.78 tonnes of carbon dioxide in FY24 to 7.03 tonnes of CO2 per tonne of its production by FY27. Similarly, BPCL’s Mumbai Refinery has been mandated a GHG emission reduction to 3.80 tCO2 per tonne of production against a baseline of 3.97 tCO2.The MoEFCC had issued a draft notification on GHG emission reduction targets in April this year, but that list included only aluminium, cement, chlor-alkali, and the pulp and paper sectors. The April mandates were for 130 industrial entities across four sectors including major players such as Vedanta, Hindalco, Nalco, UltraTech, ACC, Ambuja, Dalmia and JSW Cement.In cement, the targets range from 4.7 per cent to 7.6 per cent for ordinary Portland cement (OPC) and pozzolana Portland cement (PPC) units; aluminium, from 2.8 per cent to 7.06 per cent; pulp & paper targets reach up to 15 per cent over two years; and chlor-alkali ranges from 3.3 per cent to 11 per cent.Story continues below AdvertisementRemove AdThe revised draft has put GHG emission reduction mandates on refineries and the textile sector for the first time.The document states that in case an obligated entity fails to comply with GHG emission intensity target, or fails to submit the carbon credit certificates equivalent to the shortfall for compliance, the Central Pollution Control Board (CPCB) will then impose an ‘environmental compensation’ on the entity for the shortfall in the respective compliance year. The environmental compensation will be equal to twice of the average price at which carbon credit certificate is traded during the trading cycle of that compliance year. The average price shall be determined by the Bureau of Energy Efficiency (BEE), the nodal agency for carbon trading.The MoEFCC is currently seeking comments from stakeholders and the public regarding the draft published on June 24, and a final notification is expected in the next 3-4 months, according to officials in the ministry.India has pledged to achieve net-zero emissions by 2070, as announced at COP26. This commitment is part of India's NDC to the UNFCCC, which outlines the country's climate action targets.The Centre is also likely to launch the much-awaited Indian Carbon Market in 2026, allowing for carbon certificate trading.Disclosure: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary."
"June 15, 2025 / 20:27 IST","Adani's Haifa port unaffected by Iranian missile strikes, operations normal",https://www.moneycontrol.com/news/business/adani-s-haifa-port-unaffected-by-iranian-missile-strikes-operations-normal-sources-13124018.html,"Port of Haifa, Israel. (AP Photo/File)  
Indian billionaire Gautam Adani-led group's Haifa port in Israel was unharmed by the Iranian ballistic missile attack, with cargo operations progressing unhampered, the conglomerate confirmed. Late on Saturday night, Iran targeted Israel's Haifa port and a nearby oil refinery in response to Tel Avi's attack on Iranian nuclear and other targets earlier this week.Jugeshinder Robbie Singh, Group CFO of Adani Group, confirmed that Adani's port was not impacted by the strike.Story continues below AdvertisementRemove Ad False. https://t.co/ZuvzY5Uvj5 Jugeshinder Robbie Singh (@jugeshinder) June 15, 2025Shrapnels fell in the chemical terminal at the port and some other projectiles fell at the oil refinery, two sources aware of the matter said. They claimed there were no injuries.A piece of interceptor shrapnel was also found at the Kishan West (Haifa port) but there were no injuries, they said.Cargo operations at the Adani-operated port were unhampered. ""There are eight ships in the port now, cargo operations are normal,"" a source said. Related stories Europeans likely to initiate UN sanctions process on Iran tomorrow: ReportCCI approves Adani Group's proposal to acquire debt-ridden Jaiprakash AssociatesIsrael 'deeply regrets' double attack at Gaza hospital as 21, including five journalists, killed The Iranian ballistic missile attack did not inflict any damage to the port or its operations, the sources claimed.Adani group did not immediately offer any comments on the issue. Israel government authorities could not be immediately reached for comments.Haifa port is totally functioning normally, sources said, adding 8 ships were handling cargo as on Sunday.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove AdThe port has approximately 700 employees. It handles different type of cargo, including containers, bulk, breakbulk, cement and general cargo.Sources said the port is closely coordinating with the ministry of transport in Israel and continue to operate normally with full compliance of security and other requirements of the Israeli government.The Chinese port (which is next to Haifia) is also functioning normally, sources said.Haifa port serves as a crucial maritime hub, handling over 30 per cent of Israel's imports. It is owned by Adani Ports, which controls a 70 per cent share.The missiles may have caused damage to a major oil refinery close to the port but there was no official comment on the impact on it.Haifa is less than 2 per cent of the volume handled by Adani Ports and SEZ and contributed about 5 per cent of the revenue. APSEZ handles a total cargo of 10.57 million tonnes.Israel attacked Iran early Friday targeting its nuclear, missile and military infrastructure. Iran later launched retaliatory strikes on Israel. The two countries traded strikes for a third day on Sunday as the Middle East region braced for a protracted conflict.Iran said Israel struck two oil refineries, raising the prospect of a broader assault on Iran's heavily sanctioned energy industry that could affect global markets. Some Iranian missiles evaded Israeli air defences to strike buildings in the heart of the country."
"May 31, 2025 / 11:37 IST",Govt may extend PLI scheme deadline for solar module projects,https://www.moneycontrol.com/news/business/govt-may-extend-pli-scheme-deadline-for-solar-module-projects-13074759.html,".  
The government is considering extending the deadline for renewable energy companies setting up solar photovoltaic (PV) module manufacturing capacities under the Production Linked Incentive (PLI) scheme, according to senior officials privy to the development.The companies selected for the PLI had to commission their integrated or partially integrated solar module capacities by April 2026. However, progress on the ground stands at only about 20 percent, with 25.5 gigawatts (GW) commissioned out of the 130.7 GW awarded, showed data from the Ministry of New and Renewable Energy (MNRE) seen by Moneycontrol. The incentives, according to the scheme, were to be disbursed over a period of five years after commissioning the projects.Story continues below AdvertisementRemove AdTo be sure, India’s total solar module manufacturing capacity is nearly 90 GW; of this, 17.5 GW has come up under the PLI scheme. Similarly, the country now has a solar cell manufacturing capacity of 25 GW, of which 6 GW has been developed under the PLI.“MNRE is considering extending the PLI deadline. Whether it would be extended by a year or a deadline will be given on a case-to-case basis is yet to be decided. Besides, once these modalities are finalised, MNRE will have to send the proposal to the Department for Promotion of Industry and Internal Trade (DPIIT) for its approval,” said a senior MNRE official. Related stories Japan to invest 10 trillion yen in India over next ten years, says PM Modi in TokyoBYD profit jumps as aggressive overseas push bolsters salesRIL targets 500 Compressed Biogas plants by 2030, scaling up bioenergy R&D, says Anant Ambani Supply chain issuesOne of the companies that bagged the incentives under the PLI scheme said the delays have occurred due to sluggish technology transfer and supply chain issues. “For the longest time Chinese technicians were either not given visas or there were inordinate delays. Chinese technicians are required to train our people. Some of the software used in module manufacturing units are still in their language as the machinery is directly imported from China. We need their technicians also for installation and repair of certain machines,” said a senior company executive requesting anonymity.Supply chain issues stemmed from global disruptions, raw material price increases, and a demand-supply gap for key components such as polysilicon, ethylene vinyl acetate, backsheets, and aluminium. Last year, industry stakeholders had also flagged to the government the issue of intermittent technology transfer blockades by China. India imports almost all its ingots, wafers and polysilicon as the country lacks manufacturing capacity beyond solar modules and cells.Story continues below AdvertisementRemove AdStory continues below AdvertisementRemove AdAnother company that won the PLI called the deadline “too stringent” and demanded at least a year’s extension. The plants were to come up within three years (by April 2026) from the date of the letter of award, the executive said.While the first PLI scheme for solar modules (tranche I) was rolled out in September 2021, a revamped version of the PLI under tranche II was launched a year later in September 2022. The bids were invited under three baskets – polysilicon-ingots-wafers-cells-modules (PWCM), ingots-wafers-cells-module (WCM), and cells-modules (CM). Solar Energy Corporation of India (SECI) was made the nodal agency for the scheme.Companies including Reliance Industries, First Solar, Indosol Solar Pvt Ltd, Waaree Group, Avaada, JSW Group, ReNew and Grew Energy Private Ltd were selected under the PLI scheme.Disclosure: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary."
