Date,Open,High,Low,Close,Volume,SMA_50,EMA_12,EMA_26,RSI,MACD,ADI,OBV,SO_K,SO_D,ADX,BB_High,BB_Low,ATR,VWAP
2020-04-01,238.8450190635956,240.54377451239503,228.16712767114197,237.63162231445312,4034211,,,,,,2135758.764705876,4034211.0,,,0.0,,,0.0,235.4475081659967
2020-04-03,238.79648023123548,245.39736150896485,231.9043807713175,237.63162231445312,7210403,,,,,,1046422.7709202617,11244614.0,,,0.0,,,0.0,237.28374784501378
2020-04-07,246.7563586732346,248.35805126104242,238.4081979692832,240.83499145507812,7360798,,,,,,-2723742.058348049,18605412.0,,,0.0,,,0.0,239.36078771428038
2020-04-08,240.73792025234513,248.3580579270571,235.64165379539025,243.5044708251953,6897792,,,,,,-1091437.6814025487,25503204.0,,,0.0,,,0.0,240.21022020801576
2020-04-09,246.56222466486693,247.14466104162014,240.2040226018627,244.52371215820312,5290625,,,,,,203457.586618284,30793829.0,,,0.0,,,0.0,240.8540267444292
2020-04-13,244.6208156465483,257.72550219904196,240.25258679571706,255.15310668945312,6979344,,,,,,5127777.2531221835,37773173.0,,,0.0,,,0.0,242.7367771689851
2020-04-15,257.2400873195431,271.21841066796776,257.2400873195431,261.02587890625,7606664,,,,,,1641384.8846053379,45379837.0,,,0.0,,,0.0,246.1604054144118
2020-04-16,259.1815711466113,263.35564452523636,252.67775208099394,259.7640075683594,3267284,,,,,,2710688.7074702177,42112553.0,,,0.0,,,0.0,246.99582712942694
2020-04-17,266.9473026341172,267.8209424270396,255.88112946789207,260.2978820800781,3470146,,,,,,1807882.1561882305,45582699.0,,,0.0,,,0.0,247.95046633884002
2020-04-20,265.4911925479797,265.4911925479797,258.7446951839295,262.57904052734375,2234365,,,,,,2113302.342762276,47817064.0,,,0.0,,,0.0,248.53920184063347
2020-04-21,258.25935122374034,261.70541575213895,253.26016256169362,257.43426513671875,2562044,,,,,,2083860.7921066675,45255020.0,,,0.0,,,0.0,248.94108106553583
2020-04-22,252.3865184358613,265.8309600542526,250.9304423679621,263.93804931640625,3229099,,254.0894453163652,,,,4492532.435238017,48484119.0,,,0.0,,,0.0,249.54735855066357
2020-04-23,265.4912135541138,271.5096733891962,260.63762646902944,269.4711608886719,3594086,,256.45586309672007,,,,6738833.736963892,52078205.0,,,0.0,,,0.0,250.54312814151416
2020-04-24,265.9280248614651,268.84017685648485,261.65684490294916,262.7246398925781,2515755,,257.42029029608284,,68.50577092728366,,4971007.581547441,49562450.0,79.7311548016463,,0.0,,,11.575805700287418,251.0695776902957
2020-04-27,265.2970584966208,268.9858024594821,261.60834415770415,263.21002197265625,1845577,,258.3110182463249,,68.94370187701723,,3926795.93415769,51408027.0,79.04408510090562,,0.0,,,11.275923743251028,251.43631283552324
